"Gene","Scaffold","Gene_Start","Gene_End","Score","Strand","note","Function","Additional_info","Gene_size","A_thaliana_orthologue"
"g26994","scaffold_188",161226,163105,0.73,"+",".","F-box/LRR-repeat protein At5g35995","ahrd-qc=***",1879,"AT1G64540"
"g26995","scaffold_188",163346,168025,0.29,"+",".","ATP-binding cassette protein","ahrd-qc=***",4679,"AT1G64550"
"g26998","scaffold_188",189560,195479,0.12,"+",".","DUO pollen 3","ahrd-qc=***",5919,"AT1G64570"
"g26999","scaffold_188",195552,197645,0.06,"-",".","Pentatricopeptide repeat-containing protein At1g64580","ahrd-qc=***",2093,"AT1G64580"
"g27000","scaffold_188",197727,199975,0.05,"-",".","Pentatricopeptide repeat-containing protein","ahrd-qc=***",2248,"AT1G64583"
"g27001","scaffold_188",204330,206224,0.63,"+",".","Short-chain dehydrogenase/reductase family protein","ahrd-qc=***",1894,"AT1G64590"
"g27002","scaffold_188",206610,209414,0.27,"+",".","Methyltransferases%2Ccopper ion binding isoform 1","ahrd-qc=***",2804,"AT1G64600"
"g27003","scaffold_188",209483,212615,0.36,"-",".","WD-40 repeat family protein","ahrd-qc=***",3132,"AT1G64610"
"g27004","scaffold_188",225420,226940,0.16,"+",".","Dof zinc finger protein DOF1.8","ahrd-qc=***",1520,"AT1G64620"
"g27005","scaffold_188",238760,241578,0.17,"+",".","Transcription factor bHLH157","ahrd-qc=***",2818,"AT1G64625"
"g27007","scaffold_188",243303,244255,0.33,"-",".","At1g64640","ahrd-qc=***",952,"AT1G64640"
"g27008","scaffold_188",244551,247445,0.17,"-",".","Major facilitator superfamily domain-containing protein 5","ahrd-qc=***",2894,"AT1G64650"
"g27009","scaffold_188",254200,255964,0.15,"+",".","Methionine gamma-lyase","ahrd-qc=*-*",1764,"AT1G64660"
"g27010","scaffold_188",256125,258905,0.07,"-",".","Alpha/beta-hydrolase superfamily protein","ahrd-qc=***",2780,"AT1G64670"
"g27011","scaffold_188",261780,263031,0.58,"+",".","Beta-carotene isomerase D27%2C chloroplastic","ahrd-qc=***",1251,"AT1G64680"
"g27012","scaffold_188",263900,264872,0.14,"+",".","Protein BRANCHLESS TRICHOME","ahrd-qc=***",972,"AT1G64690"
"g27013","scaffold_188",269601,270475,0.54,"-",".","At1g64700","ahrd-qc=***",874,"AT1G64700"
"g27015","scaffold_188",276610,278400,0.82,"+",".","Alcohol dehydrogenase-like 4","ahrd-qc=***",1790,"AT1G64710"
"g27016","scaffold_188",278686,280605,0.71,"-",".","StAR-related lipid transfer protein","ahrd-qc=***",1919,"AT1G64720"
"g27017","scaffold_189",3129,4671,0.18,"-",".","F-box/kelch-repeat protein At1g57790","ahrd-qc=***",1542,"AT1G57790"
"g27023","scaffold_189",28176,29768,0.2,"+",".","Unknown protein","",1592,NA
"g27026","scaffold_189",35319,36601,0.68,"-",".","Unknown protein","",1282,NA
"g27027","scaffold_189",41786,45241,0.08,"+",".","E3 ubiquitin-protein ligase ORTHRUS 3","ahrd-qc=***",3455,"AT1G57800"
"g27028","scaffold_189",45975,46911,0.26,"-",".","Disease resistance protein RPS4","ahrd-qc=*-*",936,NA
"g27029","scaffold_189",58699,61851,0.08,"-",".","Myosin heavy chain-like protein","ahrd-qc=*-*",3152,NA
"g27030","scaffold_189",73988,78101,0.25,"-",".","E3 ubiquitin-protein ligase ORTHRUS 2","ahrd-qc=***",4113,"AT1G57820"
"g27031","scaffold_189",88226,88710,0.05,"+",".","Unknown protein","",484,NA
"g27035","scaffold_189",158696,159383,0.43,"+",".","Disease resistance protein RPS4%2C putative","ahrd-qc=***",687,"AT1G57830"
"g27036","scaffold_189",165346,166094,0.45,"+",".","Zinc finger protein ZAT8","ahrd-qc=***",748,NA
"g27037","scaffold_189",167856,168572,0.65,"+",".","Zinc finger family protein","ahrd-qc=***",716,NA
"g27038","scaffold_189",168927,171231,0.09,"-",".","Ras-related protein Rab-8A","ahrd-qc=***",2304,NA
"g27039","scaffold_189",180396,181191,0.21,"+",".","Disease resistance protein RPS4%2C putative","ahrd-qc=***",795,"AT1G57850"
"g27040","scaffold_189",185549,186841,0.25,"-",".","F-box family protein","ahrd-qc=***",1292,NA
"g27044","scaffold_189",209365,211138,0.45,"-",".","Unknown protein","",1773,NA
"g27047","scaffold_189",218748,225968,0.26,"-",".","Protein kinase","ahrd-qc=***",7220,NA
"g27057","scaffold_190",384,3031,0.22,"-",".","Zinc finger family protein","ahrd-qc=***",2647,"AT5G49665"
"g27059","scaffold_190",28426,41115,0.07,"+",".","Golgi-body localization protein domain isoform 1","ahrd-qc=***",12689,"AT5G49680"
"g27061","scaffold_190",44832,46521,0.2,"-",".","Nucleic acid binding / zinc ion binding protein","ahrd-qc=***",1689,NA
"g27063","scaffold_190",55277,56971,0.03,"-",".","Glycosyltransferase","ahrd-qc=***",1694,"AT5G49690"
"g27064","scaffold_190",58216,59393,0.22,"+",".","AT-hook motif nuclear-localized protein 17","ahrd-qc=***",1177,"AT5G49700"
"g27067","scaffold_190",75306,77187,0.48,"+",".","RING finger protein 214 isoform 1","ahrd-qc=***",1881,"AT5G49710"
"g27068","scaffold_190",77273,80111,0.41,"-",".","Endoglucanase 25","ahrd-qc=***",2838,"AT5G49720"
"g27071","scaffold_190",91927,95371,0.2,"-",".","Ferric reductase oxidase","ahrd-qc=***",3444,"AT5G49740"
"g27073","scaffold_190",115776,120650,0.25,"+",".","Receptor protein kinase-like","ahrd-qc=***",4874,"AT5G49760"
"g27074","scaffold_190",136436,140991,0.06,"+",".","Receptor protein kinase-like","ahrd-qc=***",4555,"AT5G49770"
"g27077","scaffold_190",167646,172088,0.34,"+",".","Receptor protein kinase-like","ahrd-qc=***",4442,NA
"g27078","scaffold_190",172560,174201,0.57,"-",".","PCTP-like protein","ahrd-qc=***",1641,"AT5G49800"
"g27079","scaffold_190",182008,188923,0.18,"+",".","Methionine S-methyltransferase","ahrd-qc=***",6915,"AT5G49810"
"g27080","scaffold_190",189349,192473,0.37,"-",".","Protein root UVB sensitive 6","ahrd-qc=***",3124,"AT5G49820"
"g27081","scaffold_190",193814,198283,0.07,"-",".","Exocyst complex component 8","ahrd-qc=***",4469,"AT5G49830"
"g27082","scaffold_190",199378,203556,0.23,"+",".","ATP-dependent clp protease ATP-binding subunit clpx%2C putative","ahrd-qc=***",4178,"AT5G49840"
"g27083","scaffold_190",204649,207313,0.75,"-",".","Jacalin-related lectin 48","ahrd-qc=***",2664,"AT5G49870"
"g27085","scaffold_190",238978,244716,0.09,"+",".","Mitotic spindle checkpoint protein MAD1","ahrd-qc=***",5738,"AT5G49880"
"g27086","scaffold_190",244979,249143,0.1,"-",".","Chloride channel protein","ahrd-qc=***",4164,"AT5G49890"
"g27087","scaffold_190",255445,261003,0.11,"-",".","Non-lysosomal glucosylceramidase","ahrd-qc=***",5558,"AT5G49900"
"g27088","scaffold_190",261858,264864,0.2,"+",".","Chaperone protein DnaK 2","ahrd-qc=***",3006,"AT5G49910"
"g27089","scaffold_190",264889,266093,0.1,"-",".","Octicosapeptide/Phox/Bem1p domain-containing protein","ahrd-qc=***",1204,"AT5G49920"
"g27090","scaffold_190",266577,271363,0.29,"-",".","Nuclear export mediator factor Nemf","ahrd-qc=***",4786,"AT5G49930"
"g27091","scaffold_190",276368,278541,0.9,"+",".","NifU-like protein 2%2C chloroplastic","ahrd-qc=***",2173,"AT5G49940"
"g27092","scaffold_190",278598,280962,0.11,"+",".","Coiled-coil domain-containing protein 47","ahrd-qc=***",2364,"AT5G49945"
"g27093","scaffold_190",281411,285343,0.46,"-",".","Alpha/beta hydrolase domain containing protein 1%2C3%2C putative","ahrd-qc=***",3932,"AT5G49950"
"g27095","scaffold_190",287858,292003,0.16,"-",".","Ion channel DMI1","ahrd-qc=***",4145,"AT5G49960"
"g27099","scaffold_191",21356,22020,0.69,"+",".","Gb|AAF18257.1","ahrd-qc=***",664,"AT5G22870"
"g27101","scaffold_191",43346,46178,0.21,"+",".","Lysosomal Pro-X carboxypeptidase","ahrd-qc=***",2832,"AT5G22860"
"g27102","scaffold_191",53756,56844,0.52,"+",".","Aspartyl protease family protein","ahrd-qc=***",3088,"AT5G22850"
"g27103","scaffold_191",68886,72265,0.14,"+",".","ARM repeat superfamily protein","ahrd-qc=***",3379,"AT5G22820"
"g27104","scaffold_191",72317,74451,0.22,"-",".","GDSL esterase/lipase","ahrd-qc=***",2134,"AT5G22810"
"g27105","scaffold_191",76286,80312,0.51,"+",".","Alanine-tRNA ligase","ahrd-qc=***",4026,"AT5G22800"
"g27107","scaffold_191",92656,95157,0.07,"+",".","F-box family protein","ahrd-qc=***",2501,"AT5G22791"
"g27109","scaffold_191",98896,106208,0.02,"+",".","Protein RETICULATA-RELATED 1%2C chloroplastic","ahrd-qc=*-*",7312,"AT5G22790"
"g27111","scaffold_191",130689,137681,0.04,"-",".","Nucleosome-remodeling factor subunit BPTF","ahrd-qc=***",6992,"AT5G22760"
"g27113","scaffold_191",140126,146018,0.37,"+",".","DNA repair helicase rad5%2C16%2C putative","ahrd-qc=***",5892,"AT5G22750"
"g27114","scaffold_191",169256,174011,0.23,"+",".","Cellulose synthase-like protein","ahrd-qc=***",4755,"AT5G22740"
"g27115","scaffold_191",175044,176525,0.06,"+",".","FBD-associated F-box protein At5g22730","ahrd-qc=***",1481,NA
"g27116","scaffold_191",176584,180898,0.06,"+",".","FBD-associated F-box protein At5g22730","ahrd-qc=***",4314,NA
"g27118","scaffold_191",183484,185806,0.3,"+",".","F-box/FBD/LRR-repeat protein At5g22660","ahrd-qc=***",2322,NA
"g27119","scaffold_191",185865,189849,0.01,"-",".","Disease resistance protein-like","ahrd-qc=***",3984,"AT5G22690"
"g27120","scaffold_191",190194,195935,0.05,"+",".","F-box/FBD/LRR-repeat protein At5g22660","ahrd-qc=*-*",5741,"AT5G22670"
"g27121","scaffold_191",195945,198189,0.29,"-",".","Histone deacetylase HDT2","ahrd-qc=***",2244,"AT5G22650"
"g27122","scaffold_191",198481,202799,0.29,"-",".","MORN repeat-containing protein isoform 1","ahrd-qc=***",4318,"AT5G22640"
"g27123","scaffold_191",206308,208039,0.69,"-",".","Arogenate dehydratase","ahrd-qc=***",1731,"AT5G22630"
"g27124","scaffold_191",213304,215996,0.23,"+",".","Phosphoglycerate/bisphosphoglycerate mutase family protein","ahrd-qc=***",2692,"AT5G22620"
"g27125","scaffold_191",216201,217189,0.19,"-",".","F-box family protein","ahrd-qc=*-*",988,"AT5G22610"
"g27127","scaffold_191",223896,225729,0.04,"-",".","F-box family protein","ahrd-qc=***",1833,NA
"g27128","scaffold_191",229440,231419,0.09,"-",".","F-box family protein","ahrd-qc=***",1979,"AT5G22600"
"g27129","scaffold_191",233184,235309,0.1,"-",".","F-box/LRR-repeat protein 13","ahrd-qc=***",2125,"AT5G22590"
"g27130","scaffold_191",235677,236339,0.53,"-",".","Olivetolic acid cyclase","ahrd-qc=***",662,"AT5G22580"
"g27132","scaffold_191",249345,251039,0.1,"-",".","Unknown protein","",1694,NA
"g27133","scaffold_191",259194,260541,0.22,"+",".","WRKY DNA-binding protein 38","ahrd-qc=***",1347,"AT5G22570"
"g27135","scaffold_191",269904,271589,0.15,"+",".","Emb|CAB72473.1","ahrd-qc=***",1685,"AT5G22560"
"g27138","scaffold_191",276264,277890,0.56,"+",".","Emb|CAB72473.1","ahrd-qc=***",1626,"AT5G22550"
"g27139","scaffold_191",277951,278489,0.15,"-",".","Unknown protein","",538,"AT5G22545"
"g27140","scaffold_191",279244,282279,0.26,"+",".","At5g22540","ahrd-qc=***",3035,"AT5G22540"
"g27141","scaffold_192",3396,4713,0.28,"+",".","MYB transcription factor 15","ahrd-qc=***",1317,"AT3G23250"
"g27142","scaffold_192",5936,8942,0.38,"+",".","F-box family protein","ahrd-qc=***",3006,"AT3G23255"
"g27143","scaffold_192",9786,11150,0.39,"+",".","BnaCnng59720D protein","ahrd-qc=***",1364,"AT3G23260"
"g27144","scaffold_192",11836,18004,0.03,"+",".","Regulator of chromosome condensation-like protein with FYVE zinc finger domain","ahrd-qc=***",6168,"AT3G23270"
"g27145","scaffold_192",19106,22158,0.95,"+",".","Zinc finger family protein","ahrd-qc=***",3052,"AT3G23280"
"g27146","scaffold_192",26046,27305,0.31,"+",".","Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 4","ahrd-qc=***",1259,"AT3G23290"
"g27147","scaffold_192",31746,34758,0.12,"+",".","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein isoform 1","ahrd-qc=***",3012,"AT3G23300"
"g27148","scaffold_192",39676,44155,0.49,"+",".","Kinase family protein","ahrd-qc=***",4479,"AT3G23310"
"g27149","scaffold_192",44366,45889,0.79,"+",".","Splicing factor 3B subunit 5","ahrd-qc=***",1523,"AT3G23325"
"g27150","scaffold_192",46006,48227,0.42,"+",".","Pentatricopeptide repeat-containing protein","ahrd-qc=***",2221,"AT3G23330"
"g27152","scaffold_192",60666,63782,0.56,"+",".","Casein kinase I","ahrd-qc=***",3116,"AT3G23340"
"g27153","scaffold_192",64843,66771,0.13,"-",".","Protein phosphatase 2c%2C putative","ahrd-qc=***",1928,"AT3G23360"
"g27154","scaffold_192",70996,74251,0.19,"+",".","RNA recognition motif-containing protein","ahrd-qc=***",3255,"AT3G23370"
"g27155","scaffold_192",94666,96183,0.07,"+",".","CRIB domain-containing protein RIC5","ahrd-qc=***",1517,"AT3G23380"
"g27156","scaffold_192",96536,97611,0.37,"+",".","60S ribosomal protein L44","ahrd-qc=***",1075,"AT3G23390"
"g27157","scaffold_192",97657,100761,0.12,"-",".","Harpin binding protein 1","ahrd-qc=*-*",3104,"AT3G23400"
"g27158","scaffold_192",106456,109832,0.51,"+",".","Long-chain-alcohol oxidase","ahrd-qc=***",3376,"AT3G23410"
"g27159","scaffold_192",109933,110381,0.16,"-",".","F-box protein At3g19470","ahrd-qc=*-*",448,NA
"g27160","scaffold_192",114781,120521,0.23,"-",".","Phosphate transporter PHO1","ahrd-qc=***",5740,"AT3G23430"
"g27161","scaffold_192",138778,139661,0.2,"-",".","Unknown protein","",883,"AT3G23440"
"g27162","scaffold_192",143346,144790,0.12,"+",".","Unknown protein","",1444,"AT3G23450"
"g27163","scaffold_192",149867,150271,0.03,"-",".","Cyanate hydratase","ahrd-qc=*-*",404,NA
"g27164","scaffold_192",157668,163782,0.51,"+",".","Cyclopropane-fatty-acyl-phospholipid synthase","ahrd-qc=***",6114,"AT3G23530"
"g27165","scaffold_192",166238,171022,0.2,"+",".","Alpha/beta-Hydrolases superfamily protein","ahrd-qc=***",4784,"AT3G23540"
"g27167","scaffold_192",179564,181893,0.23,"-",".","Protein DETOXIFICATION 19","ahrd-qc=***",2329,"AT3G23560"
"g27168","scaffold_192",185231,187153,0.31,"-",".","Endo-1%2C3-1%2C4-beta-d-glucanase%2C putative","ahrd-qc=***",1922,"AT3G23570"
"g27169","scaffold_192",188248,191215,0.23,"+",".","Ribonucleoside-diphosphate reductase subunit M2","ahrd-qc=***",2967,"AT3G23580"
"g27170","scaffold_192",201778,208097,0.12,"+",".","Mediator of RNA polymerase II transcription subunit 33A","ahrd-qc=***",6319,"AT3G23590"
"g27171","scaffold_192",208188,210249,0.38,"+",".","Endo-1%2C3-1%2C4-beta-d-glucanase%2C putative","ahrd-qc=***",2061,"AT3G23600"
"g27172","scaffold_192",218268,221308,0.53,"+",".","Dual specificity protein phosphatase","ahrd-qc=***",3040,"AT3G23610"
"g27173","scaffold_192",221478,223608,0.12,"+",".","Ribosome production factor 2 homolog","ahrd-qc=***",2130,"AT3G23620"
"g27174","scaffold_192",244048,245375,0.2,"+",".","Adenylate isopentenyltransferase 7%2C mitochondrial","ahrd-qc=***",1327,"AT3G23630"
"g27175","scaffold_192",257828,265828,0.08,"+",".","Alpha glucosidase-like protein","ahrd-qc=***",8000,"AT3G23640"
"g27180","scaffold_193",5826,9587,0.22,"+",".","BEL1-like homeodomain protein 8","ahrd-qc=***",3761,"AT2G27990"
"g27181","scaffold_193",16216,22558,0.2,"+",".","Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain-containing protein","ahrd-qc=***",6342,"AT2G27980"
"g27182","scaffold_193",22956,24284,0.4,"+",".","Cyclin-dependent kinases regulatory subunit 2","ahrd-qc=***",1328,"AT2G27970"
"g27183","scaffold_193",24898,28721,0.08,"-",".","Disease resistance protein-like","ahrd-qc=***",3823,"AT5G41750"
"g27184","scaffold_193",31376,32411,0.25,"+",".","Cyclin-dependent kinases regulatory subunit 1","ahrd-qc=***",1035,"AT2G27960"
"g27185","scaffold_193",42836,47857,0.21,"+",".","Ring/U-Box superfamily protein%2C putative isoform 1","ahrd-qc=***",5021,"AT2G27950"
"g27186","scaffold_193",48144,49251,0.3,"-",".","RING-H2 finger protein ATL57","ahrd-qc=***",1107,"AT2G27940"
"g27188","scaffold_193",69643,71001,0.05,"-",".","PLATZ transcription factor family protein","ahrd-qc=***",1358,"AT2G27930"
"g27194","scaffold_193",104036,107567,0.7,"+",".","Carboxypeptidase","ahrd-qc=***",3531,"AT2G27920"
"g27195","scaffold_193",107716,115091,0.01,"-",".","Coiled-coil domain-containing protein","ahrd-qc=***",7375,NA
"g27200","scaffold_193",149347,154911,0.32,"-",".","Protein argonaute 5","ahrd-qc=***",5564,"AT2G27880"
"g27201","scaffold_193",158531,160081,0.16,"-",".","RNA-directed DNA polymerase (Reverse transcriptase)-related family protein","ahrd-qc=***",1550,NA
"g27203","scaffold_193",171708,174322,0.39,"+",".","Bifunctional polymyxin resistance protein ArnA","ahrd-qc=***",2614,"AT2G27860"
"g27204","scaffold_193",175553,177213,0.54,"-",".","Histone deacetylase HDT4","ahrd-qc=***",1660,"AT2G27840"
"g27205","scaffold_193",179588,180443,0.56,"-",".","BnaC04g16470D protein","ahrd-qc=***",855,"AT2G27830"
"g27207","scaffold_193",192265,193623,0.33,"-",".","Arogenate dehydratase","ahrd-qc=***",1358,"AT2G27820"
"g27208","scaffold_193",196872,202353,0.21,"-",".","Nucleobase-ascorbate transporter 12","ahrd-qc=***",5481,"AT2G27810"
"g27209","scaffold_193",207518,210112,0.01,"+",".","Pentatricopeptide repeat-containing protein At2g27800%2C mitochondrial","ahrd-qc=***",2594,"AT2G27800"
"g27210","scaffold_193",210168,212774,0.24,"+",".","RNA-binding 48","ahrd-qc=***",2606,"AT2G27790"
"g27211","scaffold_193",213678,214858,0.23,"+",".","Transcription factor IIS family protein","ahrd-qc=***",1180,"AT2G13640"
"g27212","scaffold_193",220888,223288,0.08,"+",".","Succinate dehydrogenase assembly factor 4%2C mitochondrial","ahrd-qc=*-*",2400,NA
"g27213","scaffold_193",224558,225783,0.09,"+",".","Pentatricopeptide repeat-containing protein At2g27800%2C mitochondrial","ahrd-qc=*-*",1225,"AT2G27775"
"g27214","scaffold_193",240668,241915,0.1,"+",".","At2g27770","ahrd-qc=***",1247,"AT2G27770"
"g27215","scaffold_193",254883,257493,0.07,"-",".","tRNA dimethylallyltransferase 2","ahrd-qc=***",2610,"AT2G27760"
"g27216","scaffold_193",257668,258741,0.6,"+",".","Nucleolar matrix protein-related","ahrd-qc=***",1073,"AT2G27750"
"g27217","scaffold_193",258821,259823,0.3,"-",".","At2g27740","ahrd-qc=***",1002,"AT2G27740"
"g27218","scaffold_193",262098,264232,0.1,"+",".","Unknown protein","",2134,"AT2G27730"
"g27219","scaffold_193",264517,265653,0.86,"-",".","60S acidic ribosomal protein P2-1","ahrd-qc=***",1136,NA
"g27220","scaffold_193",266145,267433,0.41,"-",".","60S acidic ribosomal protein P2-1","ahrd-qc=***",1288,NA
"g27221","scaffold_193",269208,272058,0.13,"+",".","Translation initiation factor family protein","ahrd-qc=*-*",2850,NA
"g27223","scaffold_194",21936,23744,0.74,"+",".","Ammonium transporter 1 member 1","ahrd-qc=***",1808,NA
"g27225","scaffold_194",32946,35954,0.04,"+",".","Small acidic protein 1","ahrd-qc=*-*",3008,NA
"g27227","scaffold_194",50056,52222,0.22,"+",".","BnaC06g11790D protein","ahrd-qc=***",2166,"AT4G13530"
"g27228","scaffold_194",53526,54504,0.17,"+",".","BnaA04g06830D protein","ahrd-qc=***",978,"AT4G13540"
"g27229","scaffold_194",54767,60981,0.13,"-",".","Lipase class 3 family protein","ahrd-qc=***",6214,"AT4G13550"
"g27230","scaffold_194",66184,67001,0.48,"-",".","Late embryogenesis abundant protein 1","ahrd-qc=***",817,"AT4G13560"
"g27238","scaffold_194",241609,243146,0.07,"-",".","Unknown protein","",1537,NA
"g27239","scaffold_195",516,4470,0.34,"+",".","Splicing factor 3A subunit 1","ahrd-qc=***",3954,"AT1G14650"
"g27241","scaffold_195",13541,14441,0.37,"-",".","Protein EPIDERMAL PATTERNING FACTOR 2","ahrd-qc=***",900,"AT1G34245"
"g27244","scaffold_195",43003,43781,0.27,"-",".","Unknown protein","",778,NA
"g27246","scaffold_195",50766,53970,0.17,"+",".","Regulator of Vps4 activity in the MVB pathway protein","ahrd-qc=***",3204,"AT1G34220"
"g27247","scaffold_195",53973,58341,0.38,"-",".","Receptor-like kinase","ahrd-qc=***",4368,"AT1G34210"
"g27248","scaffold_195",63136,64361,0.2,"-",".","Oxidoreductase family protein","ahrd-qc=***",1225,"AT1G34200"
"g27249","scaffold_195",72035,75111,0.24,"-",".","NAC domain-containing protein 17","ahrd-qc=***",3076,"AT1G34190"
"g27250","scaffold_195",76470,79251,0.13,"-",".","NAC domain-containing protein 16","ahrd-qc=***",2781,"AT1G34180"
"g27252","scaffold_195",97012,98931,0.23,"-",".","Pentatricopeptide repeat-containing protein","ahrd-qc=***",1919,"AT1G34160"
